group,id,kind,sourcePage,layout,outsideCatalog,referenceComplete,algorithm,status,source,exact,legacyTolerancePass,total,seconds,peakRssMiB,automaticCounts,differences,riskSummary,manualCorrection,humanReviewTime
old100,M047,pattern,https://www.bitbead.app/en/library/f9c7bcbe-ee01-40c8-9e52-7c60be522e54,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,833,0.448,226.26,"{""A17"": 90, ""F11"": 3, ""F14"": 18, ""G17"": 5, ""G2"": 67, ""G8"": 177, ""H17"": 23, ""H2"": 17, ""H5"": 45, ""H6"": 30, ""H7"": 358}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 37 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 27 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 18 格未读清,not-performed,not-measured
old100,M048,pattern,https://www.bitbead.app/en/library/1fee24e5-d71e-42ed-955d-bdfeda8a498d,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,285,0.188,226.26,"{""C18"": 4, ""E15"": 4, ""E21"": 4, ""H19"": 105, ""H5"": 38, ""H6"": 67, ""M4"": 23, ""M7"": 40}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
old100,M049,pattern,https://www.bitbead.app/en/library/c68ea242-4f33-49d1-8903-4d7af18d9432,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,223,0.139,226.26,"{""B12"": 42, ""B8"": 31, ""B9"": 25, ""H3"": 8, ""H7"": 117}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
old100,M050,pattern,https://www.bitbead.app/en/library/06c03ca8-c2b8-49ff-9869-9521e33c9706,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,115,0.084,226.26,"{""C24"": 115}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 14 格未读清或色号不在 MARD ,not-performed,not-measured
old100,M051,pattern,https://www.bitbead.app/en/library/4e6e578f-a894-4690-bc71-f2ac8ca66c37,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,382,0.18,226.26,"{""G12"": 19, ""H12"": 109, ""H17"": 18, ""H5"": 88, ""H7"": 148}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 29 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 29 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 25 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 29 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 29 格未读清或色号不在 MARD 2,not-performed,not-measured
old100,M052,pattern,https://www.bitbead.app/en/library/9899ce89-e3b2-4e08-a4ad-4c694c5c068c,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,397,0.219,226.26,"{""E8"": 172, ""G7"": 30, ""H2"": 195}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 32 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 32 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 22 格未读清或,not-performed,not-measured
old100,M053,pattern,https://www.bitbead.app/en/library/f826a54f-7354-45ae-8aab-bc4a94dcef6c,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,3216,2.32,226.26,"{""D12"": 54, ""D16"": 222, ""D18"": 76, ""D19"": 90, ""D6"": 39, ""E10"": 32, ""E12"": 561, ""E17"": 28, ""E19"": 100, ""E20"": 43, ""E21"": 32, ""E22"": 104, ""E23"": 27, ""E4"": 286, ""E7"": 92, ""E8"": 27, ""H1"": 146, ""H10"": 173, ""H11"": 98, ""H12"": 70, ""H17"": 139, ""H2"": 77, ""H22"": 226, ""H3"": 110, ""H4"": 43, ""H8"": 68, ""H9"": 98, ""M10"": 43, ""M11"": 112}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 48 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 48 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 48 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 48 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 46 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 31 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 5 格未读清或色号不在 MARD ,not-performed,not-measured
old100,M055,pattern,https://www.bitbead.app/en/library/f2f9e8ad-cf35-5b96-be08-92642975c4ce,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1502,0.492,226.26,"{""A11"": 271, ""A15"": 4, ""A6"": 451, ""A8"": 87, ""G13"": 181, ""G9"": 39, ""H3"": 81, ""H7"": 388}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 63 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 62 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 60 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 60 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 56 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 45 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 37 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 33 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 25 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 6 格未读清或色号不在 MARD ,not-performed,not-measured
old100,M056,pattern,https://www.bitbead.app/en/library/e5a72103-c945-42f1-964c-42a3a887d0cd,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,387,0.178,226.26,"{""B2"": 18, ""B3"": 24, ""B5"": 116, ""G8"": 32, ""H2"": 121, ""H7"": 76}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 6 格未读清或色号不在 MARD 221 内，未计入，,not-performed,not-measured
old100,M057,pattern,https://www.bitbead.app/en/library/024e6fa8-231f-4b95-a884-af615e3df531,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,297,0.179,226.26,"{""A16"": 54, ""C3"": 21, ""C7"": 16, ""G8"": 70, ""H2"": 136}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 15 格未读清或色号不在 MARD 221 内，未计入,not-performed,not-measured
old100,M058,pattern,https://www.bitbead.app/en/library/8dcb77f0-df5f-4250-b4cd-79108721c03c,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1024,0.154,226.26,"{""H2"": 223, ""H7"": 801}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零,not-performed,not-measured
old100,M059,pattern,https://www.bitbead.app/en/library/1467967c-0687-4093-b4f2-efcdb01f1c4c,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,873,0.605,226.26,"{""A11"": 25, ""A21"": 13, ""B22"": 42, ""F1"": 23, ""F11"": 20, ""F7"": 14, ""G17"": 43, ""G2"": 75, ""G8"": 124, ""H12"": 21, ""H18"": 169, ""H19"": 9, ""H2"": 149, ""H6"": 1, ""H7"": 76, ""H9"": 43, ""M12"": 26}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 31 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 29 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 10 格未读清,not-performed,not-measured
old100,M060,pattern,https://www.bitbead.app/en/library/8ff73539-2b89-4da3-9180-68edbe5f69f0,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,116,0.11,226.26,"{""F11"": 42, ""F18"": 33, ""F22"": 4, ""H2"": 32, ""H7"": 5}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
old100,R001,pattern,https://www.bitbead.app/en/library/d67a2a6c-2a88-4432-9dc2-ce438a7c900f,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,161,0.158,226.26,"{""A13"": 6, ""A16"": 10, ""A23"": 23, ""A4"": 25, ""C13"": 18, ""C4"": 26, ""F17"": 1, ""G1"": 12, ""G21"": 4, ""H1"": 10, ""H7"": 26}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
